,Unnamed: 0,Job_Links,Job_title,Location,Company,Job_Level,JobRecruit_Status,Job_Recruiter
64,64,https://www.linkedin.com/jobs/view/2851719704/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=reLR8FZ5MIAcfIFwAapr9w%3D%3D&trk=flagship3_search_srp_jobs,Lead Machine Learning Engineer,"New York, NY",Kforce Inc,Full-time · Associate,Actively recruiting,No Recruiter details found
65,65,https://www.linkedin.com/jobs/view/2829490160/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=MGQL1T6HiF3p%2BN0S94bdLQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist (Remote),"San Francisco, CA",Groove,Full-time · Associate,Actively recruiting,No Recruiter details found
66,66,https://www.linkedin.com/jobs/view/2834960859/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=vZGSGBhh%2FZ24c%2Bytk8mToQ%3D%3D&trk=flagship3_search_srp_jobs,Sr Advanced AI/ML Engineer,"Alpharetta, GA",Honeywell,Full-time · Associate,Actively recruiting,No Recruiter details found
67,67,https://www.linkedin.com/jobs/view/2847455226/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=ywgBqVT9wrcsDUAzm95BLw%3D%3D&trk=flagship3_search_srp_jobs,"Intern, Data Science","Chicago, IL",Strata Decision Technology,Full-time · Internship,Actively recruiting,No Recruiter details found
68,68,https://www.linkedin.com/jobs/view/2848643870/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=hbOZxC5faNLVkhjzDE1C2w%3D%3D&trk=flagship3_search_srp_jobs,"Senior Data Scientist, Analytics",United States,Ginger,Full-time · Associate,Actively recruiting,No Recruiter details found
69,69,https://www.linkedin.com/jobs/view/2847962290/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=byt3rWKN%2BNJHD0EwaY6sxw%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Charleston, SC",Booz Allen Hamilton,Full-time · Entry level,Actively recruiting,No Recruiter details found
70,70,https://www.linkedin.com/jobs/view/2844147515/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=xoWfm%2Fkk%2BMqelwXAGY%2BK1w%3D%3D&trk=flagship3_search_srp_jobs,"Sr ML Engineer : Recommendation, Ranking & Personalization","San Mateo, CA",Roblox,Full-time · Associate,Actively recruiting,No Recruiter details found
71,71,https://www.linkedin.com/jobs/view/2838212848/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=dmi%2BQlEmz8PTe6AijhQFHQ%3D%3D&trk=flagship3_search_srp_jobs,"Knowledge Graph, Machine Learning Engineer, (Staff/Senior)","San Francisco, CA",Instacart,Full-time · Associate,Actively recruiting,No Recruiter details found
72,72,https://www.linkedin.com/jobs/view/2850849009/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=i7U%2FSF1B7psykICPSQSQNQ%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist Advisor,"Home, PA",CVS Health,Full-time · Entry level,Actively recruiting,No Recruiter details found
73,73,https://www.linkedin.com/jobs/view/2847956922/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=HOomGRoxbZxuiu%2FhZF%2FVFA%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","McLean, VA",Booz Allen Hamilton,"$76,000/yr - $132,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
74,74,https://www.linkedin.com/jobs/view/2847931398/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=fiCl7sVX8ltetxv47doePg%3D%3D&trackingId=2InuEbwt7o224wp1YxhtXA%3D%3D&trk=flagship3_search_srp_jobs,Senior Machine Intelligence Scientist/Engineer,"Cambridge, MA",Draper,Full-time · Associate,Actively recruiting,No Recruiter details found
75,75,https://www.linkedin.com/jobs/view/2850465930/?eBP=JOB_SEARCH_ORGANIC&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=Vx4WpBk%2FWe%2FvsAFIZWzpkw%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist,United States,Retina AI,Full-time,Not Recruiting Actively,Emad Hasan 2nd
76,76,https://www.linkedin.com/jobs/view/2848528363/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=Z7SG4pVs2Hb%2FwqVFwBCaPQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Science Engineer,"Boston, MA",DraftKings Inc.,Full-time · Associate,Actively recruiting,No Recruiter details found
77,77,https://www.linkedin.com/jobs/view/2847877383/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=sjGboF2Z%2BFFsdEtYAkA9DA%3D%3D&trk=flagship3_search_srp_jobs,Senior/Staff Research Scientist,"New York, United States",Alibaba Group,Full-time · Associate,Actively recruiting,Haiyan Zhang
78,78,https://www.linkedin.com/jobs/view/2847958628/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=r4Dih%2Btpk5OBZOKmMINx6g%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Austin, TX",Booz Allen Hamilton,"$97,000/yr - $152,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
79,79,https://www.linkedin.com/jobs/view/2845362851/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=39fqHPtcAjQY%2BqqN%2BJGOGA%3D%3D&trk=flagship3_search_srp_jobs,Senior Machine Learning Engineer,"New York, NY",CVS Health,Full-time · Associate,Actively recruiting,No Recruiter details found
80,80,https://www.linkedin.com/jobs/view/2846907118/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=tp2dd8qSx0OqAD%2FfB7dl%2FQ%3D%3D&trk=flagship3_search_srp_jobs,"Machine Learning Engineer, Senior","Washington, DC",Booz Allen Hamilton,"$108,000/yr - $164,000/yr (LinkedIn est.) · Full-time · Associate",Actively recruiting,No Recruiter details found
81,81,https://www.linkedin.com/jobs/view/2849031573/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=fCfovUnrveQpIgT7fiwQkA%3D%3D&trk=flagship3_search_srp_jobs,"Software Engineer Intern, Machine Learning & Visualization (PhD)","Los Angeles, CA",Oculus VR,Full-time · Internship,Actively recruiting,No Recruiter details found
82,82,https://www.linkedin.com/jobs/view/2847961515/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=YONIi8d6TghNpyr54TWswg%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Colorado Springs, CO",Booz Allen Hamilton,Full-time · Entry level,Actively recruiting,No Recruiter details found
83,83,https://www.linkedin.com/jobs/view/2847960479/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=m0uuxbO1pQ0sRic1ZYu0TA%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Atlanta, GA",Booz Allen Hamilton,"$89,000/yr - $138,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
84,84,https://www.linkedin.com/jobs/view/2846861981/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=7r10PU0R9caxfqyinqwT1A%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist IV Advanced Analytics,"Burbank, CA",Kaiser Permanente,"$85,000/yr - $127,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
85,85,https://www.linkedin.com/jobs/view/2847977130/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=Bq53TMOeeyUTnAK%2FobVmlw%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,"New York, NY",Cedar,Full-time · Entry level,Actively recruiting,No Recruiter details found
86,86,https://www.linkedin.com/jobs/view/2850005659/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=kvRRfGJPost9te4I2jY4dg%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist - Advanced Analytics,"Champaign, IL",State Farm ®,Full-time · Entry level,Actively recruiting,No Recruiter details found
87,87,https://www.linkedin.com/jobs/view/2847976436/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=N%2FqftDvv94U9aRHzR2xk8w%3D%3D&trk=flagship3_search_srp_jobs,Junior Machine Learning Engineer - Campus Recruiting,"Knoxville, TN",CGI,Full-time · Entry level,Actively recruiting,No Recruiter details found
88,88,https://www.linkedin.com/jobs/view/2851236096/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=ezTP8g03EHgSlAsGGLb2jA%3D%3D&trk=flagship3_search_srp_jobs,Interdisciplinary (Data Scientist),"Washington, DC",USDA,"$63,000/yr - $108,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
89,89,https://www.linkedin.com/jobs/view/2847557843/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=2CjI5ZrZBbTZzHlVBPh%2F%2Bg%3D%3D&trk=flagship3_search_srp_jobs,NLP Research Engineer,"New York, NY",Oliver James,Full-time · Entry level,Actively recruiting,No Recruiter details found
90,90,https://www.linkedin.com/jobs/view/2824493222/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=pnmiwajE3gOIRrKR1y8P4A%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist,"Portland, OR",Providence Health & Services,Full-time · Associate,Actively recruiting,No Recruiter details found
91,91,https://www.linkedin.com/jobs/view/2846193497/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=tnrDUSaBg%2B4kBUR8KfNLUA%3D%3D&trk=flagship3_search_srp_jobs,"Senior Data Scientist, ML solutions","Boulder, CO",HelloFresh,Full-time · Associate,Actively recruiting,No Recruiter details found
92,92,https://www.linkedin.com/jobs/view/2850608837/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=EQ0mztuTE6URPUpcDicWNw%3D%3D&trk=flagship3_search_srp_jobs,Staff Data Scientist,"New York, NY",Thirty Madison,"$128,000/yr - $199,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
93,93,https://www.linkedin.com/jobs/view/2851839654/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=u9CZWBjAe3q%2FzDL4IAXVJQ%3D%3D&trk=flagship3_search_srp_jobs,ML/DL Software Engineer (Upto $300k + equity),"San Francisco, CA",CareerWellness,"$200,000/yr - $300,000/yr · Full-time · Associate",Actively recruiting,Simal Soin
94,94,https://www.linkedin.com/jobs/view/2828864118/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=fJ236IFL%2B7qTXx2SfmDRlw%3D%3D&trk=flagship3_search_srp_jobs,"Data Scientist Technical Trainee, Mid","O'Fallon, IL",Booz Allen Hamilton,"$77,000/yr - $115,000/yr (LinkedIn est.) · Full-time · Internship",Actively recruiting,No Recruiter details found
95,95,https://www.linkedin.com/jobs/view/2848550649/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=t0ACneSh2Vi%2FDygRoWT8pw%3D%3D&trk=flagship3_search_srp_jobs,"Product Data Scientist (Remote - Austin, or U.S.)","Austin, TX",The Zebra,"$70,000/yr - $109,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
96,96,https://www.linkedin.com/jobs/view/2847957889/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=cHkhpedom0va6aCfvr04yA%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Denver, CO",Booz Allen Hamilton,"$94,000/yr - $154,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
97,97,https://www.linkedin.com/jobs/view/2846876170/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=V8MmUO9JRa41BIh1ZEZDdw%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist,"Hartford, WA",CVS Health,Full-time · Associate,Actively recruiting,No Recruiter details found
98,98,https://www.linkedin.com/jobs/view/2844254903/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=l8Dj%2FWg4QlebyDmPUp2aAw%3D%3D&trk=flagship3_search_srp_jobs,AI/ML Engineer,"California, United States",KlearNow,Full-time · Entry level,Actively recruiting,No Recruiter details found
99,99,https://www.linkedin.com/jobs/view/2846609579/?eBP=JOB_SEARCH_ORGANIC&refId=CXpveDbU02NIY0wZbFTuKg%3D%3D&trackingId=erp%2BDSlfiyP78RdPT2lixA%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist/ Machine Learning Scientist,"Atlanta, GA",Dice,Contract · Entry level,Not Recruiting Actively,No Recruiter details found
100,100,https://www.linkedin.com/jobs/view/2847962298/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=eXhym1lJFTbxJVcGiGnWGQ%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Dayton, OH",Booz Allen Hamilton,"$82,000/yr - $130,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
101,101,https://www.linkedin.com/jobs/view/2849491832/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=dvf%2B3X5EcY0mX5FWJSNSgQ%3D%3D&trk=flagship3_search_srp_jobs,"Data Scientist, Senior","San Diego, CA",Booz Allen Hamilton,"$107,000/yr - $174,000/yr (LinkedIn est.) · Full-time · Associate",Actively recruiting,No Recruiter details found
102,102,https://www.linkedin.com/jobs/view/2850473556/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=nLqbbuz%2B9vdhhkxcSRfKFw%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,"Dallas, TX",Apex Systems,Full-time · Entry level,Actively recruiting,No Recruiter details found
103,103,https://www.linkedin.com/jobs/view/2850661966/?eBP=JOB_SEARCH_ORGANIC&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=P%2Fjk%2FTJccNg%2FBcpMDb%2FBAA%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,"Greer, SC",Dice,Full-time · Entry level,Not Recruiting Actively,No Recruiter details found
104,104,https://www.linkedin.com/jobs/view/2824488733/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=x898hJdjWSON2FIMx5ogpQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist,"Irvine, CA",Providence Health & Services,"$70,000/yr - $117,000/yr (LinkedIn est.) · Full-time · Associate",Actively recruiting,No Recruiter details found
105,105,https://www.linkedin.com/jobs/view/2847958630/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=KmhgCBHKFUt4BZSaJ2BLTw%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Orlando, FL",Booz Allen Hamilton,"$87,000/yr - $146,000/yr (LinkedIn est.) · Full-time · Entry level",Actively recruiting,No Recruiter details found
106,106,https://www.linkedin.com/jobs/view/2847960478/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=2vIYKHbs7Cv7XIWz2I4swA%3D%3D&trk=flagship3_search_srp_jobs,"University, Data Scientist Consultant","Sacramento, CA",Booz Allen Hamilton,Full-time · Entry level,Actively recruiting,No Recruiter details found
107,107,https://www.linkedin.com/jobs/view/2838132758/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=B0h0Nusjue4hBL8trk3JJA%3D%3D&trk=flagship3_search_srp_jobs,Senior Software Quality Engineer,"South San Francisco, CA",Freenome,Full-time · Associate,Actively recruiting,No Recruiter details found
108,108,https://www.linkedin.com/jobs/view/2850485134/?eBP=JOB_SEARCH_ORGANIC&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=XXUfh6o%2BRtQqUfrO%2FTsHRQ%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,"San Mateo, CA",Dice,Contract · Entry level,Not Recruiting Actively,No Recruiter details found
109,109,https://www.linkedin.com/jobs/view/2842506026/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=G6LFv1TKsB5TvRJHJwNOyA%3D%3D&trk=flagship3_search_srp_jobs,Image Algorithms Engineer,"Sunnyvale, CA",Intuitive,Full-time · Entry level,Actively recruiting,No Recruiter details found
110,110,https://www.linkedin.com/jobs/view/2851825886/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=%2FJWQ6gt%2F5ns0BtoZa1uPFQ%3D%3D&trk=flagship3_search_srp_jobs,Lead Data Scientist,"Houston, TX",C&S Wholesale Grocers,Full-time · Associate,Actively recruiting,No Recruiter details found
111,111,https://www.linkedin.com/jobs/view/2850323284/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=o%2BDFeFzv4ziatk%2BBzz7iTg%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,United States,iboss,Full-time · Associate,Not Recruiting Actively,"Megan Thayer, SHRM-CP"
112,112,https://www.linkedin.com/jobs/view/2846895902/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=Uxnsgk8mVwaJQ09eJfOe4Q%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist - Sam's Club,"Bentonville, AR",Sam's Club,Full-time · Associate,Actively recruiting,No Recruiter details found
113,113,https://www.linkedin.com/jobs/view/2829333708/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=PPWT0PSF8hBc5OFabO102Q%3D%3D&trk=flagship3_search_srp_jobs,"Manager, ML Engineer","Austin, TX",Glassdoor,Full-time · Entry level,Actively recruiting,No Recruiter details found
114,114,https://www.linkedin.com/jobs/view/2847544399/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=ezhdLWdD7c%2FxAKW3Pmofhw%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Scientist - Location Flexible Within the US,"Franklin, TN",Mars,Full-time · Associate,Actively recruiting,No Recruiter details found
115,115,https://www.linkedin.com/jobs/view/2851792867/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=92dVXha0aOVpg1Bj2aLlIA%3D%3D&trk=flagship3_search_srp_jobs,Lead Data Scientist,"Hartford, CT",CVS Health,Full-time · Associate,Actively recruiting,No Recruiter details found
116,116,https://www.linkedin.com/jobs/view/2844484760/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=Jq9g5fAs4oKo2uKcaVlonA%3D%3D&trk=flagship3_search_srp_jobs,Principal Data Scientist,"New York, NY",Bluecore,Full-time · Entry level,Actively recruiting,No Recruiter details found
117,117,https://www.linkedin.com/jobs/view/2850396648/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=IeLSh8p5ChdKhvS8PU7TFw%3D%3D&trk=flagship3_search_srp_jobs,Data Scientist,"Hartford, CT",HSB - Hartford Steam Boiler,Full-time · Associate,Actively recruiting,Debbie Dostal
118,118,https://www.linkedin.com/jobs/view/2847435495/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=8MA1vDlIJayXybUXjJ5gFQ%3D%3D&trk=flagship3_search_srp_jobs,R&D - Data Scientist 2,"Los Angeles, California, United States","LanceSoft, Inc.",Full-time · Associate,Actively recruiting,No Recruiter details found
119,119,https://www.linkedin.com/jobs/view/2850007339/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=pQRcZGLC0ZaownqgOhI9iw%3D%3D&trk=flagship3_search_srp_jobs,Lead Data Science Strategist - REMOTE,"Tempe, AZ",State Farm ®,Full-time · Associate,Actively recruiting,No Recruiter details found
120,120,https://www.linkedin.com/jobs/view/2831111178/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=mXdwWSLoZYZ7MQDTXct1Tw%3D%3D&trk=flagship3_search_srp_jobs,Machine Learning Engineer,"Lincolnshire, IL",Collabera Inc.,Full-time · Entry level,Actively recruiting,No Recruiter details found
121,121,https://www.linkedin.com/jobs/view/2826747214/?eBP=JOB_SEARCH_ORGANIC&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=DiBcJti39yPHrAg1N%2FwqyQ%3D%3D&trk=flagship3_search_srp_jobs,Machine Learning Engineer,"New York, NY",Jobs via eFinancialCareers,Full-time · Entry level,Not Recruiting Actively,No Recruiter details found
122,122,https://www.linkedin.com/jobs/view/2847819824/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=m21terpXluIS9MM8CZIdkw%3D%3D&trk=flagship3_search_srp_jobs,Software Engineer- Cancer Research,"Portland, OR",Providence Health & Services,Full-time · Entry level,Actively recruiting,No Recruiter details found
123,123,https://www.linkedin.com/jobs/view/2829267650/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=4UPKyLv9UwZwpemCnJw37A%3D%3D&trackingId=gu4vHK0%2FtWhb%2BTjf1EjiaQ%3D%3D&trk=flagship3_search_srp_jobs,Machine Learning Engineer,"Los Angeles, CA",Revenue.io,Full-time · Entry level,Actively recruiting,No Recruiter details found
